"","anon_id","Submission ID","Submission Date","Date","Appropriate Orientation by your Preceptor:","Responsibilities clearly defined by your Preceptor:","Adequate Supervision on Ambulance:","Preceptors responsiveness to clinical questionsby student:","The hot wash afforded me the opportunity to discuss the patient encounter:","Incorporated as member of crew:","Educational objectives accomplished:","Overall educational experience:"
"547",642,"5665425372511043617",2023-07-30 11:08:57,2023-07-28,5,5,5,5,5,5,5,5
"548",456,"5664846716546484653",2023-07-29 19:04:31,2023-07-29,5,5,5,5,5,5,5,5
"549",757,"5664825273515075445",2023-07-29 18:28:48,2023-07-29,5,5,5,5,5,5,5,5
"550",486,"5664438090441387940",2023-07-29 07:43:29,2023-07-29,5,5,5,5,5,5,5,5
"551",485,"5664438090441387940",2023-07-29 07:43:29,2023-07-29,5,5,5,5,5,5,5,5
"552",657,"5663987082907662228",2023-07-28 19:11:48,2023-07-28,5,5,5,5,5,5,5,5
"553",656,"5663987082907662228",2023-07-28 19:11:48,2023-07-28,5,5,5,5,5,5,5,5
"554",655,"5663987082907662228",2023-07-28 19:11:48,2023-07-28,5,5,5,5,5,5,5,5
"555",658,"5663987082907662228",2023-07-28 19:11:48,2023-07-28,5,5,5,5,5,5,5,5
"556",447,"5663903991614818294",2023-07-28 16:53:19,2023-07-28,5,5,5,5,5,5,5,5
"557",361,"5663497094149499490",2023-07-28 05:35:09,2023-07-28,5,5,5,5,5,5,5,5
"558",362,"5663497094149499490",2023-07-28 05:35:09,2023-07-28,5,5,5,5,5,5,5,5
"559",95,"5662727117403124146",2023-07-27 08:11:51,2023-07-18,5,5,5,5,5,5,5,5
"560",509,"5662647086531937080",2023-07-27 05:58:28,2023-07-26,5,5,5,5,5,5,5,5
"561",509,"5660918821343845497",2023-07-25 05:58:02,2023-07-24,5,5,5,5,5,5,5,5
"562",641,"5660133982305231770",2023-07-24 08:09:58,2023-07-24,5,5,5,5,5,5,5,5
"563",642,"5660133982305231770",2023-07-24 08:09:58,2023-07-24,5,5,5,5,5,5,5,5
"564",99,"5659650174402232101",2023-07-23 18:43:37,2023-07-23,5,5,5,5,5,5,5,5
"565",103,"5659585115671053936",2023-07-23 16:55:11,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA
"566",102,"5659585115671053936",2023-07-23 16:55:11,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA
"567",104,"5659585115671053936",2023-07-23 16:55:11,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA
"568",400,"5659195703779794013",2023-07-23 06:06:10,2023-07-22,5,5,5,5,5,5,5,5
"569",757,"5658739020018029817",2023-07-22 17:25:02,2023-07-22,5,5,5,5,5,5,5,5
"570",461,"5658733554301083364",2023-07-22 17:15:55,2023-07-22,5,5,5,5,5,5,5,5
"571",459,"5658733554301083364",2023-07-22 17:15:55,2023-07-22,5,5,5,5,5,5,5,5
"572",460,"5658733554301083364",2023-07-22 17:15:55,2023-07-22,5,5,5,5,5,5,5,5
"573",291,"5658313764414723453",2023-07-22 05:36:16,2023-07-21,5,5,5,5,5,5,5,5
"574",255,"5658072431121728135",2023-07-21 22:54:04,2023-07-21,5,5,5,5,5,5,5,5
"575",753,"5657922465512645375",2023-07-21 18:44:06,2023-07-21,5,5,5,5,5,5,5,5
"576",486,"5657917762244884383",2023-07-21 18:36:16,2023-07-21,5,5,5,5,5,5,5,5
"577",485,"5657917762244884383",2023-07-21 18:36:16,2023-07-21,5,5,5,5,5,5,5,5
"578",159,"5657883766402418797",2023-07-21 17:39:36,2023-07-21,5,5,5,5,5,5,5,5
"579",158,"5657883766402418797",2023-07-21 17:39:36,2023-07-21,5,5,5,5,5,5,5,5
"580",157,"5657883766402418797",2023-07-21 17:39:36,2023-07-21,5,5,5,5,5,5,5,5
"581",39,"5657205930415096604",2023-07-20 22:49:53,2023-07-20,5,5,5,5,5,5,5,5
"582",169,"5657070727028585069",2023-07-20 19:04:32,2023-07-20,5,5,5,5,5,5,5,5
"583",572,"5657031318687033801",2023-07-20 17:58:51,2023-07-20,5,5,5,5,5,5,5,5
"584",225,"5657002881615195885",2023-07-20 17:11:28,2023-07-20,5,5,5,5,5,5,5,5
"585",226,"5657002881615195885",2023-07-20 17:11:28,2023-07-20,5,5,5,5,5,5,5,5
"586",757,"5654440801015909120",2023-07-17 18:01:20,2023-07-17,5,NA,NA,NA,NA,NA,NA,NA
"587",708,"5654121162662254951",2023-07-17 09:08:36,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA
"588",291,"5653843568314463316",2023-07-17 01:25:56,2023-07-17,5,5,5,5,5,5,5,5
"589",641,"5653693912514262254",2023-07-16 21:16:31,2023-07-14,5,5,5,5,5,5,5,5
"590",642,"5653693912514262254",2023-07-16 21:16:31,2023-07-14,5,5,5,5,5,5,5,5
"591",447,"5653616190417547863",2023-07-16 19:06:59,2023-07-16,5,5,4,5,4,5,4,5
"592",757,"5653609650732823976",2023-07-16 18:56:05,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA
"593",103,"5653581386309324444",2023-07-16 18:08:58,2023-07-16,5,5,5,5,5,5,5,5
"594",102,"5653581386309324444",2023-07-16 18:08:58,2023-07-16,5,5,5,5,5,5,5,5
"595",104,"5653581386309324444",2023-07-16 18:08:58,2023-07-16,5,5,5,5,5,5,5,5
"596",520,"5653099944339461983",2023-07-16 04:46:34,2023-07-16,5,5,5,5,5,5,5,5
"597",361,"5652844885119327292",2023-07-15 21:41:29,2023-07-15,5,5,5,5,5,5,5,5
"598",362,"5652844885119327292",2023-07-15 21:41:29,2023-07-15,5,5,5,5,5,5,5,5
"599",486,"5652752040521362147",2023-07-15 19:06:44,2023-07-15,5,5,5,5,5,5,5,5
"600",485,"5652752040521362147",2023-07-15 19:06:44,2023-07-15,5,5,5,5,5,5,5,5
"601",634,"5652743209815242795",2023-07-15 18:52:01,2023-07-15,5,5,5,5,5,5,5,5
"602",664,"5652738844322387581",2023-07-15 18:44:44,2023-07-15,5,5,5,5,5,5,5,5
"603",367,"5652731747513510927",2023-07-15 18:32:54,2023-07-15,5,5,5,5,NA,5,5,5
"604",53,"5652712092312085867",2023-07-15 18:00:09,2023-07-15,5,5,5,5,5,5,5,5
"605",443,"5652684165713050753",2023-07-15 17:13:37,2023-07-15,5,5,5,5,5,5,5,5
"606",444,"5652289732519272419",2023-07-15 06:16:14,2023-07-15,5,5,5,5,5,5,5,5
"607",753,"5651904733307938163",2023-07-14 19:34:33,2023-07-14,5,5,5,5,5,5,5,5
"608",657,"5651887068579281724",2023-07-14 19:05:06,2023-07-14,5,5,5,5,5,5,5,5
"609",656,"5651887068579281724",2023-07-14 19:05:06,2023-07-14,5,5,5,5,5,5,5,5
"610",655,"5651887068579281724",2023-07-14 19:05:06,2023-07-14,5,5,5,5,5,5,5,5
"611",658,"5651887068579281724",2023-07-14 19:05:06,2023-07-14,5,5,5,5,5,5,5,5
"612",159,"5651868790421050763",2023-07-14 18:34:39,2023-07-14,5,5,5,5,3,3,4,5
"613",158,"5651868790421050763",2023-07-14 18:34:39,2023-07-14,5,5,5,5,3,3,4,5
"614",157,"5651868790421050763",2023-07-14 18:34:39,2023-07-14,5,5,5,5,3,3,4,5
"615",48,"5651824547415675183",2023-07-14 17:20:54,2023-07-14,5,5,5,5,5,5,5,5
"616",123,"5651665004327670568",2023-07-14 12:55:00,2023-07-14,5,5,5,5,5,5,5,5
"617",125,"5651665004327670568",2023-07-14 12:55:00,2023-07-14,5,5,5,5,5,5,5,5
"618",124,"5651665004327670568",2023-07-14 12:55:00,2023-07-14,5,5,5,5,5,5,5,5
"619",3,"5649991798115850980",2023-07-12 14:26:19,2023-07-11,5,5,5,5,NA,5,5,5
"620",693,"5647504125814715208",2023-07-09 17:20:12,2023-07-09,5,5,4,5,5,4,5,5
"621",694,"5647504125814715208",2023-07-09 17:20:12,2023-07-09,5,5,4,5,5,4,5,5
"622",757,"5646775331422402354",2023-07-08 21:05:33,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA
"623",754,"5646723706012529643",2023-07-08 19:39:30,2023-07-08,5,5,5,5,5,5,5,5
"624",103,"5646659328713774272",2023-07-08 17:52:12,2023-07-08,5,5,5,5,5,5,5,5
"625",102,"5646659328713774272",2023-07-08 17:52:12,2023-07-08,5,5,5,5,5,5,5,5
"626",104,"5646659328713774272",2023-07-08 17:52:12,2023-07-08,5,5,5,5,5,5,5,5
"627",280,"5646651469017265241",2023-07-08 17:39:06,2023-07-08,5,5,5,5,5,5,5,5
"628",757,"5646645856227243051",2023-07-08 17:29:45,2023-07-08,5,NA,NA,NA,NA,NA,NA,NA
"629",266,"5646622333214743467",2023-07-08 16:50:33,2023-07-08,5,5,5,5,5,5,5,4
"630",265,"5646622333214743467",2023-07-08 16:50:33,2023-07-08,5,5,5,5,5,5,5,4
"631",634,"5646580213429616447",2023-07-08 15:40:21,2023-07-01,5,5,5,5,5,5,5,5
"632",634,"5646516933423423131",2023-07-08 13:54:53,2023-06-24,5,5,5,5,5,5,5,5
"633",657,"5646280523025364127",2023-07-08 07:20:52,2023-07-07,5,5,5,5,5,5,5,5
"634",656,"5646280523025364127",2023-07-08 07:20:52,2023-07-07,5,5,5,5,5,5,5,5
"635",655,"5646280523025364127",2023-07-08 07:20:52,2023-07-07,5,5,5,5,5,5,5,5
"636",658,"5646280523025364127",2023-07-08 07:20:52,2023-07-07,5,5,5,5,5,5,5,5
"637",744,"5646233718119981231",2023-07-08 06:02:51,2023-07-08,5,5,4,5,NA,5,5,5
"638",757,"5646220240521691483",2023-07-08 05:40:24,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA
"639",21,"5646179120913830504",2023-07-08 04:31:53,2023-07-07,5,5,5,5,5,5,NA,NA
"640",746,"5645792243419363849",2023-07-07 17:47:05,2023-07-07,3,3,3,3,2,3,2,2
"641",197,"5645763941418474121",2023-07-07 16:59:54,2023-07-07,5,5,5,5,5,5,5,5
"642",501,"5643191449228777499",2023-07-04 17:32:24,2023-07-04,5,5,5,5,5,4,5,5
"643",501,"5642326238717027752",2023-07-03 17:30:23,2023-07-03,5,5,5,5,5,5,5,5
"644",352,"5642297300415143069",2023-07-03 16:42:10,2023-07-03,5,5,5,NA,5,5,5,5
"645",400,"5641591674424257707",2023-07-02 21:06:08,2023-07-02,5,5,5,5,5,5,5,5
"646",61,"5641472610418647569",2023-07-02 17:47:41,2023-07-02,5,5,5,5,5,5,5,5
"647",48,"5641465222206513803",2023-07-02 17:35:22,2023-07-02,5,5,5,5,5,5,5,5
"648",112,"5641279480119499490",2023-07-02 12:25:48,2023-01-07,5,5,5,5,5,5,5,5
"649",113,"5641279480119499490",2023-07-02 12:25:48,2023-01-07,5,5,5,5,5,5,5,5
"650",111,"5641279480119499490",2023-07-02 12:25:48,2023-01-07,5,5,5,5,5,5,5,5
"651",114,"5641279480119499490",2023-07-02 12:25:48,2023-01-07,5,5,5,5,5,5,5,5
"652",115,"5641279480119499490",2023-07-02 12:25:48,2023-01-07,5,5,5,5,5,5,5,5
"653",693,"5641079236915746985",2023-07-02 06:52:03,2023-07-02,5,5,5,5,5,5,5,5
"654",694,"5641079236915746985",2023-07-02 06:52:03,2023-07-02,5,5,5,5,5,5,5,5
"655",321,"5641052050637938732",2023-07-02 06:06:45,2023-07-02,5,5,5,5,5,5,5,5
"656",322,"5641052050637938732",2023-07-02 06:06:45,2023-07-02,5,5,5,5,5,5,5,5
"657",323,"5641052050637938732",2023-07-02 06:06:45,2023-07-02,5,5,5,5,5,5,5,5
"658",708,"5640795020019790523",2023-07-01 22:58:22,2023-06-30,5,5,5,5,5,5,5,4
"659",355,"5640615547214243780",2023-07-01 17:59:14,2023-07-01,5,5,5,5,5,5,5,5
"660",356,"5640615547214243780",2023-07-01 17:59:14,2023-07-01,5,5,5,5,5,5,5,5
"661",308,"5640592719412990160",2023-07-01 17:21:11,2023-07-01,5,4,5,5,5,5,5,5
"662",103,"5640178503408956532",2023-07-01 05:50:50,2023-07-01,4,4,5,5,4,4,5,5
"663",102,"5640178503408956532",2023-07-01 05:50:50,2023-07-01,4,4,5,5,4,4,5,5
"664",104,"5640178503408956532",2023-07-01 05:50:50,2023-07-01,4,4,5,5,4,4,5,5
"665",456,"5639838316545528833",2023-06-30 20:23:51,2023-06-30,5,5,5,5,5,5,5,5
"666",671,"5639799923516754364",2023-06-30 19:19:52,2023-06-30,5,5,5,5,5,5,5,5
"667",39,"5639770180416250524",2023-06-30 18:30:19,2023-06-29,5,5,5,5,5,5,5,5
"668",197,"5639744028113032760",2023-06-30 17:46:43,2023-06-30,5,5,5,5,5,5,5,5
"669",408,"5639729834024711378",2023-06-30 17:23:04,2023-06-30,5,5,5,5,5,5,5,5
"670",406,"5639729834024711378",2023-06-30 17:23:04,2023-06-30,5,5,5,5,5,5,5,5
"671",407,"5639729834024711378",2023-06-30 17:23:04,2023-06-30,5,5,5,5,5,5,5,5
"672",664,"5639722044871950294",2023-06-30 17:10:04,2023-06-30,5,5,5,5,5,5,5,5
"673",572,"5638900510612499152",2023-06-29 18:20:51,2023-06-29,5,5,5,5,5,5,5,5
"674",225,"5638862407518177127",2023-06-29 17:17:20,2023-06-29,5,5,5,5,5,5,5,5
"675",226,"5638862407518177127",2023-06-29 17:17:20,2023-06-29,5,5,5,5,5,5,5,5
"676",298,"5638850899225645056",2023-06-29 16:58:10,2023-06-20,5,3,4,3,2,1,3,3
"677",169,"5638828590101606564",2023-06-29 16:20:59,2023-06-29,5,5,5,5,5,5,5,5
"678",169,"5638446878789652103",2023-06-29 05:44:47,2023-06-20,5,5,5,5,5,5,5,5
"679",252,"5635305402424726660",2023-06-25 14:29:00,2023-06-24,5,5,5,5,5,5,5,5
"680",251,"5635305402424726660",2023-06-25 14:29:00,2023-06-24,5,5,5,5,5,5,5,5
"681",740,"5635048611117881405",2023-06-25 07:21:01,2023-06-24,5,5,5,5,5,5,5,5
"682",664,"5634983625817769003",2023-06-25 05:32:42,2023-06-25,5,5,5,5,5,5,5,5
"683",740,"5634132670218664422",2023-06-24 05:54:27,2023-06-23,5,5,5,5,5,5,5,5
"684",103,"5633723512016465675",2023-06-23 18:32:31,2023-06-23,5,5,5,5,5,5,5,5
"685",102,"5633723512016465675",2023-06-23 18:32:31,2023-06-23,5,5,5,5,5,5,5,5
"686",104,"5633723512016465675",2023-06-23 18:32:31,2023-06-23,5,5,5,5,5,5,5,5
"687",39,"5633723220413047138",2023-06-23 18:32:02,2023-06-20,5,5,5,5,5,5,5,5
"688",77,"5631189099316743266",2023-06-20 20:08:29,2023-06-20,5,5,5,5,5,5,5,5
"689",76,"5631189099316743266",2023-06-20 20:08:29,2023-06-20,5,5,5,5,5,5,5,5
"690",79,"5631189099316743266",2023-06-20 20:08:29,2023-06-20,5,5,5,5,5,5,5,5
"691",78,"5631189099316743266",2023-06-20 20:08:29,2023-06-20,5,5,5,5,5,5,5,5
"692",572,"5631149067014052992",2023-06-20 19:01:47,2023-06-20,5,5,5,5,5,5,5,5
"693",225,"5631126050017049259",2023-06-20 18:23:25,2023-06-20,5,5,5,5,5,5,5,5
"694",226,"5631126050017049259",2023-06-20 18:23:25,2023-06-20,5,5,5,5,5,5,5,5
"695",438,"5592297349618419951",2023-05-06 19:48:54,2023-05-06,5,5,5,5,5,5,5,5
"696",184,"5592238025813891591",2023-05-06 18:10:02,2023-05-06,5,5,5,5,5,5,5,5
"697",156,"5590645896404542623",2023-05-04 21:56:29,2023-05-04,5,5,5,5,5,5,5,5
"698",325,"5588648791249995691",2023-05-02 14:27:59,2023-01-13,5,5,5,5,5,5,5,5
"699",326,"5588648791249995691",2023-05-02 14:27:59,2023-01-13,5,5,5,5,5,5,5,5
"700",327,"5588648791249995691",2023-05-02 14:27:59,2023-01-13,5,5,5,5,5,5,5,5
"701",224,"5588549388541649112",2023-05-02 11:42:18,2023-04-02,5,5,5,5,5,5,5,5
"702",224,"5587194734111937307",2023-04-30 22:04:33,2023-04-30,5,5,5,5,5,5,5,5
"703",77,"5587059154917165428",2023-04-30 18:18:35,2023-04-30,4,2,2,4,3,2,2,2
"704",76,"5587059154917165428",2023-04-30 18:18:35,2023-04-30,4,2,2,4,3,2,2,2
"705",79,"5587059154917165428",2023-04-30 18:18:35,2023-04-30,4,2,2,4,3,2,2,2
"706",78,"5587059154917165428",2023-04-30 18:18:35,2023-04-30,4,2,2,4,3,2,2,2
"707",71,"5587026983304609357",2023-04-30 17:24:58,2023-04-30,1,1,1,1,1,1,1,1
"708",422,"5587000565911016685",2023-04-30 16:40:56,2023-04-29,5,5,5,5,5,5,5,5
"709",96,"5586715093428150034",2023-04-30 08:45:09,2023-04-30,5,5,5,5,5,5,5,5
"710",474,"5586664105469224666",2023-04-30 07:20:10,2023-04-29,5,5,5,5,5,5,5,5
"711",728,"5586662521516858948",2023-04-30 07:17:32,2023-04-29,5,5,5,5,5,5,5,5
"712",729,"5586662521516858948",2023-04-30 07:17:32,2023-04-29,5,5,5,5,5,5,5,5
"713",730,"5586662521516858948",2023-04-30 07:17:32,2023-04-29,5,5,5,5,5,5,5,5
"714",193,"5586581436414112865",2023-04-30 05:02:23,2023-04-30,5,5,5,5,5,5,5,5
"715",387,"5586210533212225465",2023-04-29 18:44:13,2023-04-29,5,5,5,5,5,5,5,5
"716",89,"5586145876801857025",2023-04-29 16:56:27,2023-04-29,5,5,5,5,5,5,5,5
"717",245,"5583441851115290835",2023-04-26 13:49:45,2023-04-25,5,5,5,5,4,5,4,5
"718",757,"5582692291607053010",2023-04-25 17:00:29,2023-04-25,5,5,5,5,5,5,5,5
"719",686,"5581887396819870582",2023-04-24 18:38:59,2023-03-25,5,5,5,5,5,5,5,5
"720",685,"5581887396819870582",2023-04-24 18:38:59,2023-03-25,5,5,5,5,5,5,5,5
"721",428,"5581076743423206703",2023-04-23 20:07:54,2023-04-23,5,5,5,5,5,5,5,5
"722",616,"5581015822422283699",2023-04-23 18:26:22,2023-04-23,5,5,5,5,5,5,5,5
"723",617,"5581015822422283699",2023-04-23 18:26:22,2023-04-23,5,5,5,5,5,5,5,5
"724",163,"5581010201813595044",2023-04-23 18:17:00,2023-04-23,3,3,3,3,3,3,3,3
"725",162,"5581010201813595044",2023-04-23 18:17:00,2023-04-23,3,3,3,3,3,3,3,3
"726",613,"5581002129516715863",2023-04-23 18:03:32,2023-04-23,5,5,5,5,5,5,5,5
"727",570,"5580984750228242616",2023-04-23 17:34:35,2023-04-23,5,5,5,5,5,5,5,5
"728",474,"5580573161618497141",2023-04-23 06:08:36,2023-04-22,5,5,5,5,5,5,5,5
"729",283,"5580554271936872390",2023-04-23 05:37:07,2023-04-22,5,5,5,5,5,5,5,5
"730",481,"5580547983714613665",2023-04-23 05:26:38,2023-04-23,5,5,5,5,5,5,5,5
"731",723,"5580300176819736258",2023-04-22 22:33:37,2023-04-22,5,5,5,5,5,5,5,5
"732",163,"5580257560301774245",2023-04-22 21:22:36,2023-04-22,5,5,5,5,5,5,5,5
"733",162,"5580257560301774245",2023-04-22 21:22:36,2023-04-22,5,5,5,5,5,5,5,5
"734",71,"5580176201406291142",2023-04-22 19:07:00,2023-04-22,5,5,5,5,5,5,5,5
"735",593,"5579976722305752796",2023-04-22 13:34:32,2023-04-22,5,5,5,5,5,5,5,5
"736",438,"5579758504422702047",2023-04-22 07:30:51,2023-04-22,5,5,5,5,5,5,5,5
"737",717,"5579742919819033298",2023-04-22 07:04:51,2023-04-22,5,5,5,5,5,5,5,5
"738",686,"5579706564296676137",2023-04-22 06:04:16,2023-04-22,5,5,5,5,5,5,5,5
"739",685,"5579706564296676137",2023-04-22 06:04:16,2023-04-22,5,5,5,5,5,5,5,5
"740",307,"5579543237118225599",2023-04-22 01:32:03,2023-04-21,5,NA,5,5,5,NA,5,5
"741",166,"5579432045915456476",2023-04-21 22:26:44,2023-04-21,5,5,5,5,5,5,5,5
"742",133,"5579027775301367257",2023-04-21 11:12:57,2023-04-21,5,5,5,5,5,5,5,5
"743",325,"5578889032118608007",2023-04-21 07:21:43,2023-04-20,5,5,5,5,5,5,5,5
"744",326,"5578889032118608007",2023-04-21 07:21:43,2023-04-20,5,5,5,5,5,5,5,5
"745",327,"5578889032118608007",2023-04-21 07:21:43,2023-04-20,5,5,5,5,5,5,5,5
"746",469,"5578486214388706945",2023-04-20 20:10:21,2023-04-20,5,5,5,5,5,5,5,5
"747",245,"5577400572313612454",2023-04-19 14:00:58,2023-04-18,5,5,5,5,5,5,5,5
"748",156,"5577361481116334836",2023-04-19 12:55:48,2023-04-19,5,5,5,5,5,5,5,5
"749",552,"5575011535304215307",2023-04-16 19:39:13,2023-04-16,5,5,5,5,5,5,5,5
"750",635,"5574972630216220597",2023-04-16 18:34:23,2023-04-16,5,5,5,5,5,5,5,5
"751",570,"5574939974303853698",2023-04-16 17:39:57,2023-04-16,5,5,5,5,5,5,5,5
"752",757,"5574934265918544066",2023-04-16 17:30:26,2023-04-16,5,5,5,5,5,5,5,5
"753",193,"5574920723516170254",2023-04-16 17:07:52,2023-04-16,5,5,5,5,5,5,5,5
"754",213,"5574911442848417602",2023-04-16 16:52:24,2023-04-16,5,5,5,5,5,5,5,5
"755",686,"5574586806901360170",2023-04-16 07:51:20,2023-04-16,5,5,4,5,5,5,5,5
"756",685,"5574586806901360170",2023-04-16 07:51:20,2023-04-16,5,5,4,5,5,5,5,5
"757",373,"5574547930525882127",2023-04-16 06:46:34,2023-04-16,5,5,5,5,5,5,5,5
"758",32,"5574519880329146232",2023-04-16 05:59:48,2023-04-15,5,5,5,5,5,5,5,5
"759",574,"5572808824914080446",2023-04-14 06:28:03,2023-04-14,5,5,5,5,5,5,5,5
"760",32,"5572715050328166251",2023-04-14 03:51:45,2023-04-13,5,5,5,5,5,5,5,5
"761",177,"5572522063429609390",2023-04-13 22:30:06,2023-04-13,5,5,4,4,4,4,3,4
"762",307,"5571763591671631918",2023-04-13 01:26:09,2023-04-12,5,5,5,5,5,5,5,5
"763",6,"5570708633955494432",2023-04-11 20:08:02,2023-04-11,5,5,5,5,5,5,5,5
"764",6,"5569825839817789600",2023-04-10 19:36:23,2023-04-10,5,5,5,5,5,5,5,5
"765",420,"5569814417576058160",2023-04-10 19:17:21,2023-04-10,5,5,5,5,5,5,5,5
"766",577,"5569766056413705690",2023-04-10 17:56:45,2023-03-31,5,5,5,5,5,4,5,5
"767",640,"5569732704411124328",2023-04-10 17:01:10,2023-04-10,5,5,5,5,5,5,5,5
"768",635,"5568913422119895915",2023-04-09 18:15:42,2023-04-09,5,5,5,5,5,5,5,5
"769",727,"5568913021285417843",2023-04-09 18:15:02,2023-04-09,5,5,5,5,5,5,5,5
"770",726,"5568913021285417843",2023-04-09 18:15:02,2023-04-09,5,5,5,5,5,5,5,5
"771",303,"5568912506705082639",2023-04-09 18:14:10,2023-04-09,5,5,5,5,5,5,5,5
"772",593,"5568894420404314971",2023-04-09 17:44:12,2023-04-09,5,5,5,5,5,5,5,5
"773",294,"5568888720813248864",2023-04-09 17:34:32,2023-04-09,5,4,5,5,5,5,2,5
"774",77,"5568885376107064379",2023-04-09 17:28:58,2023-04-09,5,4,5,5,NA,5,5,4
"775",76,"5568885376107064379",2023-04-09 17:28:58,2023-04-09,5,4,5,5,NA,5,5,4
"776",79,"5568885376107064379",2023-04-09 17:28:58,2023-04-09,5,4,5,5,NA,5,5,4
"777",78,"5568885376107064379",2023-04-09 17:28:58,2023-04-09,5,4,5,5,NA,5,5,4
"778",474,"5568506847712780505",2023-04-09 06:58:04,2023-04-08,5,5,5,5,5,5,5,5
"779",213,"5568458605963388783",2023-04-09 05:37:40,2023-04-08,5,5,5,5,5,5,5,5
"780",434,"5568450815962452262",2023-04-09 05:24:41,2023-04-08,5,5,5,5,5,5,5,5
"781",593,"5568072536404886731",2023-04-08 18:54:13,2023-04-08,5,5,5,5,5,4,5,5
"782",156,"5568069253413748833",2023-04-08 18:48:45,2023-04-08,4,3,2,5,5,4,4,3
"783",640,"5568042857115894048",2023-04-08 18:04:45,2023-04-08,4,3,5,4,4,4,2,2
"784",420,"5568017613618048571",2023-04-08 17:22:42,2023-04-08,5,5,5,5,5,5,5,5
"785",302,"5567655237309179163",2023-04-08 07:18:43,2023-04-08,5,5,5,5,5,5,5,5
"786",728,"5567622381471444910",2023-04-08 06:23:58,2023-04-08,5,5,5,5,4,4,5,5
"787",729,"5567622381471444910",2023-04-08 06:23:58,2023-04-08,5,5,5,5,4,4,5,5
"788",730,"5567622381471444910",2023-04-08 06:23:58,2023-04-08,5,5,5,5,4,4,5,5
"789",166,"5567599989518961529",2023-04-08 05:46:38,2023-04-08,5,5,5,5,5,5,5,5
"790",550,"5567585267975110326",2023-04-08 05:22:06,2023-04-08,5,5,5,5,5,5,5,5
"791",551,"5567585267975110326",2023-04-08 05:22:06,2023-04-08,5,5,5,5,5,5,5,5
"792",561,"5566674687325012487",2023-04-07 04:04:28,2023-04-06,5,5,5,5,5,5,5,5
"793",640,"5566279916911539898",2023-04-06 17:06:31,2023-04-06,5,5,5,5,5,5,5,5
"794",422,"5566158054416150048",2023-04-06 13:43:25,2023-04-05,5,4,4,5,5,5,5,5
"795",757,"5562964696123291360",2023-04-02 21:01:09,2023-04-02,5,5,5,5,5,5,5,5
"796",133,"5562879437714451292",2023-04-02 18:39:03,2023-04-02,5,5,5,5,5,5,5,5
"797",458,"5562869793029155858",2023-04-02 18:22:59,2023-04-02,5,5,5,5,5,5,5,5
"798",149,"5562852954814605820",2023-04-02 17:54:55,2023-04-02,5,5,5,5,5,5,5,5
"799",174,"5562851257206186672",2023-04-02 17:52:05,2023-04-02,5,5,5,5,5,5,5,5
"800",174,"5562851207209732047",2023-04-02 17:52:01,2023-04-02,5,5,5,5,5,5,5,5
"801",320,"5562839850022137035",2023-04-02 17:33:05,2023-04-02,5,5,5,5,5,5,5,5
"802",319,"5562839850022137035",2023-04-02 17:33:05,2023-04-02,5,5,5,5,5,5,5,5
"803",212,"5562838980117105328",2023-04-02 17:31:38,2023-04-02,5,5,5,5,5,5,5,5
"804",570,"5562838172303166671",2023-04-02 17:30:17,2023-04-02,5,5,5,5,5,5,5,5
"805",387,"5562434348578002797",2023-04-02 06:17:14,2023-04-01,5,5,5,5,NA,5,5,5
"806",481,"5562431119452050729",2023-04-02 06:11:51,2023-04-02,5,5,5,5,5,5,5,5
"807",217,"5562414028613420334",2023-04-02 05:43:22,2023-04-01,5,5,5,5,5,5,5,5
"808",167,"5562034856812956871",2023-04-01 19:11:25,2023-04-01,5,5,5,5,5,5,5,5
"809",717,"5561627664126064497",2023-04-01 07:52:46,2023-04-01,5,5,5,5,5,5,5,5
"810",348,"5561603637713551434",2023-04-01 07:12:43,2023-03-31,5,5,5,5,5,5,5,5
"811",166,"5561585106112378735",2023-04-01 06:41:50,2023-03-31,5,5,5,5,5,5,5,5
"812",159,"5561555867456828253",2023-04-01 05:53:07,2023-03-31,5,5,5,5,5,5,5,5
"813",158,"5561555867456828253",2023-04-01 05:53:07,2023-03-31,5,5,5,5,5,5,5,5
"814",157,"5561555867456828253",2023-04-01 05:53:07,2023-03-31,5,5,5,5,5,5,5,5
"815",86,"5561199902511295887",2023-03-31 19:59:50,2023-03-31,5,5,5,5,5,5,5,5
"816",156,"5561138042402413147",2023-03-31 18:16:44,2023-03-31,5,5,5,5,5,5,5,5
"817",281,"5558667989114606380",2023-03-28 21:39:58,2023-03-28,5,5,5,5,5,5,5,5
"818",437,"5557681533306876546",2023-03-27 18:15:53,2023-03-27,5,5,5,5,5,1,5,5
"819",149,"5556839746241878152",2023-03-26 18:52:54,2023-03-26,5,5,5,5,5,5,5,5
"820",212,"5556783821211808601",2023-03-26 17:19:42,2023-03-26,5,5,5,5,5,5,5,5
"821",574,"5556387702773870182",2023-03-26 06:19:30,2023-03-25,5,5,5,5,5,5,5,5
